COD_LOC;NOMBRE_LOC;CP;POBLACION;OFICINA;PROVINCIA;COD_PROY;ID_EVALUACION;Fecha de ejecucion;COD_AUDITOR;RESULTADO;TITULO_CUESTIONARIO
807;GRUPO LIDERTEL, S.L.;48950;ERANDIO;905;VIZCAYA;0457_003;2002707;19/05/2014;A32801;1;ESPECIALISTAS PROCESOS - P1 (14.15)
811;AUSARTA MEDIA, S.L.;48970;BASAURI;905;VIZCAYA;0457_003;2002708;19/05/2014;A32801;1;RESUMEN ESPECIALISTAS PEC - P1 (14.15)
811;AUSARTA MEDIA, S.L.;48970;BASAURI;905;VIZCAYA;0457_003;2002709;19/05/2014;A32801;1;ESPECIALISTAS NUEVA IMAGEN - P1 (14.15)
811;AUSARTA MEDIA, S.L.;48970;BASAURI;905;VIZCAYA;0457_003;2002710;19/05/2014;A32801;1;ESPECIALISTAS PROCESOS - P1 (14.15)
8;TORREJON DE ARDOZ;28850;TORREJÓN DE ARDOZ;911;MADRID;473_001;2002711;13/05/2014;33642;0,628;Cuestionario FASE 1 y 2
8;TORREJON DE ARDOZ;28850;TORREJÓN DE ARDOZ;911;MADRID;473_001;2002712;20/05/2014;33642;0,7778;FASE 3
8;TORREJON DE ARDOZ;28850;TORREJÓN DE ARDOZ;911;MADRID;473_001;2002713;27/05/2014;33642;0;Cuestionario Llamada Seguimiento
7;MADRID - MAYOR;28013;Madrid;911;MADRID;459_001;2002714;24/05/2014;31751;0,7196;Cuestionario Amorino Mystery
8;MADRID - EL CORTE INGLÉS CALLAO;28013;Madrid;911;MADRID;459_001;2002715;21/05/2014;31955;0,9022;Cuestionario Amorino Mystery
9;MADRID - C.C. LAS ROZAS VILLAGE;28232;Las Rozas;911;MADRID;459_001;2002716;26/05/2014;2645;0,7388;Cuestionario Amorino Mystery
12;ZARAGOZA - INDEPENDENCIA;50001;Zaragoza;911;ZARAGOZA;459_001;2002717;26/05/2014;31537;0,7834;Cuestionario Amorino Mystery
15;CC Aragonia;50009;Zaragoza;911;ZARAGOZA;459_001;2002718;23/05/2014;31320;0,9956;Cuestionario Amorino Mystery
5;BILBAO - GUGGENHEIM;48009;Bilbao;905;VIZCAYA;459_001;2002720;17/05/2014;33598;0,9022;Cuestionario Amorino Mystery
S090;FH AVD EUROPA;28224;POZUELO DE ALARCÓN;911;MADRID;0010_007;2002721;23/05/2014;33422;0,975;Cuestionario Foster's Home Delivery (0114)
455;ALCOTEL;28921;ALCORCÓN;911;MADRID;0457_003;2002723;16/05/2014;R00031;0,8333;MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
1545;STAND -- EXPERIS TIENDAS ECI SAN JOSE DE VALDER;28925;ALCORCÓN;911;MADRID;0457_003;2002724;16/05/2014;R00031;0,7667;MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
106;ALIMERKA-FELGUERA-BOLARQUE;33213;LA FELGUERA;908;ASTURIAS;0207_001;2002725;16/05/2014;r02747;0,931;Check Alimerka Marzo 2012
74;ALIMERKA-FELGUERA-J.A.BRAGA;33205;LA FELGUERA;908;ASTURIAS;0207_001;2002726;16/05/2014;r02747;0,7353;Check Alimerka Marzo 2012
88;ALIMERKA ENTREGO-AVDA. LA PAZ;33011;EL ENTREGO;908;ASTURIAS;0207_001;2002727;20/05/2014;r02747;0,8469;Check Alimerka Marzo 2012
E-SO1;Ars /  E-SO1;50629;Sobradiel;911;ZARAGOZA;0201_001;2002730;13/05/2014;R00096;0,01;Areas Compra Programada_Abril_2012
CI33;PRINCIPE PÍO;28008;Madrid;911;MADRID;0132_1;2002733;18/05/2014;32098;0,9345;Cuestionario Cinesa
2;ECI CAMPO DE LAS NACIONES;28042;Madrid;911;MADRID;0568_001;2002734;19/05/2014;31496;0,4487;Coty Mystery ECI
2;ECI CAMPO DE LAS NACIONES;28042;Madrid;911;MADRID;0568_001;2002735;31/05/2014;31824;0,6748;Coty Mystery ECI
3;ECI SAN JOSE DE VALDERAS;28925;Alcorcon;911;MADRID;0568_001;2002736;21/05/2014;29109;0,79;Coty Mystery ECI
3;ECI SAN JOSE DE VALDERAS;28925;Alcorcon;911;MADRID;0568_001;2002737;31/05/2014;32098;0,78;Coty Mystery ECI
4;ECI PRINCESA;28008;Madrid;911;MADRID;0568_001;2002738;24/05/2014;2498;0,7397;Coty Mystery ECI
4;ECI PRINCESA;28008;Madrid;911;MADRID;0568_001;2002739;30/05/2014;29109;0,8138;Coty Mystery ECI
5;ECI POZUELO;28000;Pozuelo de Alarcon;911;MADRID;0568_001;2002740;23/05/2014;31328;0,8105;Coty Mystery ECI
5;ECI POZUELO;28000;Pozuelo de Alarcon;911;MADRID;0568_001;2002741;28/05/2014;31328;0,8325;Coty Mystery ECI
6;ECI CASTELLANA;28003;Madrid;911;MADRID;0568_001;2002742;24/05/2014;32098;0,791;Coty Mystery ECI
6;ECI CASTELLANA;28003;Madrid;911;MADRID;0568_001;2002743;28/05/2014;33571;0,5823;Coty Mystery ECI
26;ECI PARQUE SUR;28919;LEGANÉS;911;MADRID;0568_001;2002744;24/05/2014;29109;0,8392;Coty Mystery ECI
26;ECI PARQUE SUR;28919;LEGANÉS;911;MADRID;0568_001;2002745;27/05/2014;29109;0,741;Coty Mystery ECI
27;ECI VAGUADA;28029;;911;MADRID;0568_001;2002746;22/05/2014;31328;0,7636;Coty Mystery ECI
27;ECI VAGUADA;28029;;911;MADRID;0568_001;2002747;29/05/2014;31328;0,838;Coty Mystery ECI
294;ECI ALCALA DE HENARES;28806;ALCALÁ DE HENARES;911;MADRID;0568_001;2002748;19/05/2014;30238;0,6521;Coty Mystery ECI
294;ECI ALCALA DE HENARES;28806;ALCALÁ DE HENARES;911;MADRID;0568_001;2002749;30/05/2014;34147;0,5;Coty Mystery ECI
30;ECI VALLADOLID;47001;VALLADOLID;911;VALLADOLID;0568_001;2002750;20/05/2014;32612;0,7598;Coty Mystery ECI
30;ECI VALLADOLID;47001;VALLADOLID;911;VALLADOLID;0568_001;2002751;30/05/2014;33166;0,7256;Coty Mystery ECI
31;ECI SERRANO;28001;MADRID;911;MADRID;0568_001;2002752;22/05/2014;33571;0,8146;Coty Mystery ECI
31;ECI SERRANO;28001;MADRID;911;MADRID;0568_001;2002753;27/05/2014;32098;0,7967;Coty Mystery ECI
35;ECI GOYA;28009;MADRID;911;MADRID;0568_001;2002754;21/05/2014;30118;0,83;Coty Mystery ECI
35;ECI GOYA;28009;MADRID;911;MADRID;0568_001;2002755;22/05/2014;33571;0,8032;Coty Mystery ECI
930;930;17300;BLANES;901;GIRONA;0200_001;2002756;29/05/2014;R29530;0,85;DIA SAN ANTONIO COMPRA PROGRAMADA
946;946;17460;CELRA;901;GIRONA;0200_001;2002757;20/05/2014;R29530;0,8539;DIA SAN ANTONIO COMPRA PROGRAMADA
I001279;FH CAMPO LAS NACIONES;28042;MADRID;911;MADRID;0010_013;2002760;16/05/2014;2485;0,983;Foster's Hollywood 2.0 (May_14)
S007;FH DIVERSIA;28100;ALCOBENDAS;911;MADRID;0010_013;2002761;16/05/2014;30532;0,937;Foster's Hollywood 2.0 (May_14)
S019;FH EQUINOCCIO;28220;MAJADAHONDA;911;MADRID;0010_013;2002762;16/05/2014;33422;0,766;Foster's Hollywood 2.0 (May_14)
13;SAGRADA FAMILIA;8026;Barcelona;901;BARCELONA;0458_001;2002763;24/05/2014;30251;0,969;Cuestionario MGuest_Estandar_urbano_2014 v1
22;Línea - 22;28000;MADRID;911;MADRID;0270_002;2002766;17/05/2014;2687;0,8491;EMT - Recorridos 2014
41;Línea - 41;28000;MADRID;911;MADRID;0270_002;2002767;17/05/2014;2687;0,8128;EMT - Recorridos 2014
75;Línea - 75;28000;MADRID;911;MADRID;0270_002;2002768;17/05/2014;2687;0,9211;EMT - Recorridos 2014
121;Línea - 121;28000;MADRID;911;MADRID;0270_002;2002769;17/05/2014;2687;0,732;EMT - Recorridos 2014
114;ALIMERKA-VILLA-EL CARMEN;33008;VILLAVICIOSA;908;ASTURIAS;0207_001;2002770;15/05/2014;r02747;0,978;Check Alimerka Marzo 2012
65;Línea - 65;28000;MADRID;911;MADRID;0270_002;2002771;17/05/2014;29844;0,9558;EMT - Recorridos 2014
141;Línea - 141;28000;MADRID;911;MADRID;0270_002;2002772;17/05/2014;29844;0,9384;EMT - Recorridos 2014
145;Línea - 145;28000;MADRID;911;MADRID;0270_002;2002773;17/05/2014;29844;0,9644;EMT - Recorridos 2014
152;Línea - 152;28000;MADRID;911;MADRID;0270_002;2002774;17/05/2014;29844;0,9462;EMT - Recorridos 2014
22;Línea - 22;28000;MADRID;911;MADRID;0270_002;2002775;17/05/2014;29844;0,9254;EMT - Recorridos 2014
41;Línea - 41;28000;MADRID;911;MADRID;0270_002;2002776;17/05/2014;29844;0,9514;EMT - Recorridos 2014
75;Línea - 75;28000;MADRID;911;MADRID;0270_002;2002777;17/05/2014;29844;0,9332;EMT - Recorridos 2014
121;Línea - 121;28000;MADRID;911;MADRID;0270_002;2002778;17/05/2014;29844;0,8885;EMT - Recorridos 2014
141;Línea - 141;28000;MADRID;911;MADRID;0270_002;2002779;17/05/2014;2687;0,8559;EMT - Recorridos 2014
145;Línea - 145;28000;MADRID;911;MADRID;0270_002;2002780;17/05/2014;2687;0,8219;EMT - Recorridos 2014
152;Línea - 152;28000;MADRID;911;MADRID;0270_002;2002781;17/05/2014;2687;0,9037;EMT - Recorridos 2014
65;Línea - 65;28000;MADRID;911;MADRID;0270_002;2002782;17/05/2014;2687;0,852;EMT - Recorridos 2014
22;Línea - 22;28000;MADRID;911;MADRID;0270_002;2002783;18/05/2014;2042;0,9795;EMT - Recorridos 2014
65;Línea - 65;28000;MADRID;911;MADRID;0270_002;2002784;18/05/2014;2042;0,9635;EMT - Recorridos 2014
141;Línea - 141;28000;MADRID;911;MADRID;0270_002;2002785;18/05/2014;2042;0,9833;EMT - Recorridos 2014
152;Línea - 152;28000;MADRID;911;MADRID;0270_002;2002786;18/05/2014;2042;0,9795;EMT - Recorridos 2014
121;Línea - 121;28000;MADRID;911;MADRID;0270_002;2002787;18/05/2014;2615;0,9817;EMT - Recorridos 2014
145;Línea - 145;28000;MADRID;911;MADRID;0270_002;2002788;18/05/2014;2615;0,9514;EMT - Recorridos 2014
41;Línea - 41;28000;MADRID;911;MADRID;0270_002;2002789;18/05/2014;2615;0,9514;EMT - Recorridos 2014
75;Línea - 75;28000;MADRID;911;MADRID;0270_002;2002790;18/05/2014;2615;0,9947;EMT - Recorridos 2014
22;Línea - 22;28000;MADRID;911;MADRID;0270_002;2002791;18/05/2014;2615;0,9211;EMT - Recorridos 2014
65;Línea - 65;28000;MADRID;911;MADRID;0270_002;2002792;18/05/2014;2615;0,9439;EMT - Recorridos 2014
141;Línea - 141;28000;MADRID;911;MADRID;0270_002;2002793;18/05/2014;2615;0,9817;EMT - Recorridos 2014
152;Línea - 152;28000;MADRID;911;MADRID;0270_002;2002794;18/05/2014;2615;0,9514;EMT - Recorridos 2014
121;Línea - 121;28000;MADRID;911;MADRID;0270_002;2002795;18/05/2014;2042;0,9557;EMT - Recorridos 2014
145;Línea - 145;28000;MADRID;911;MADRID;0270_002;2002796;18/05/2014;2042;0,9795;EMT - Recorridos 2014
41;Línea - 41;28000;MADRID;911;MADRID;0270_002;2002797;18/05/2014;2042;0,9947;EMT - Recorridos 2014
75;Línea - 75;28000;MADRID;911;MADRID;0270_002;2002798;18/05/2014;2042;0,9947;EMT - Recorridos 2014
325;SPAIN TIME - VECINDARIO;35110;VECINDARIO;919;PALMAS, LAS;0457_002;2002799;16/05/2014;A29718;0,9163;RESUMEN FFQQ PEC - P1 (14.15)
325;SPAIN TIME - VECINDARIO;35110;VECINDARIO;919;PALMAS, LAS;0457_002;2002800;16/05/2014;A29718;0,8575;FFQQ PROCESOS 2.0 - P1 (14.15)
325;SPAIN TIME - VECINDARIO;35110;VECINDARIO;919;PALMAS, LAS;0457_002;2002801;16/05/2014;A29718;0,9722;FFQQ IMAGEN 2.0 P1 (14.15)
03A08;ASTURIAS MOTOR, S.A.;33392;PORCEYO (GIJON);908;ASTURIAS;0588_001;2002812;29/05/2014;30841;0,6019;Cuestionario Seat Postventa España 2014
12;ALBENIZ;8026;Barcelona;901;BARCELONA;0458_001;2002821;25/05/2014;30550;0,948;Cuestionario MGuest_Estandar_urbano_2014 v1
32;LAS VEGAS;38400;Puerto de la Cruz;921;SANTA CRUZ DE TENERIFE;0458_001;2002824;23/05/2014;33379;0,96;Cuestionario MGuest_Estandar_vacacional_2014 v1
M002685;FH ALZIRA;46600;ALZIRA;917;VALENCIA;0010_001;2002830;23/05/2014;33427;0,696;Cuestionario Foster's Hollywood (May_14)
2;IBERFRASA, S.L.U.  DM;45800;QUINTANAR DE LA ORDEN;SGS;TOLEDO;EUROMADI_NF;2002838;13/05/2014;F_ALEMANY;0,9746;EUROMADI AUDITORÍA EVALUACIÓN PROVEEDORES-NON FOOD
FH05408;FH CC ALAMEDA;18197;PULIANAS;915;GRANADA;0010_001;2002840;16/05/2014;66708;0,635;Cuestionario Foster's Hollywood (May_14)
7309;AUTOLESA,S.L.;8640;OLESA DE MONTSERRAT;901;BARCELONA;0588_001;2002843;26/05/2014;R00050;0,8058;Cuestionario Seat Postventa España 2014
7402;SEAT MOTOR ESPAÑA, S.A.;8028;BARCELONA;901;BARCELONA;0588_001;2002844;27/05/2014;R00050;0,767;Cuestionario Seat Postventa España 2014
3263;AUTOMOTOR Y SERVICIOS, S.A.;25194;LLEIDA;901;LLEIDA;0588_001;2002845;02/06/2014;R00050;0,7476;Cuestionario Seat Postventa España 2014
4;LIMPIEZA ECOLOGICA, S.L. DM;28770;COLMENAR VIEJO;SGS;MADRID;EUROMADI_NF;2002846;12/05/2014;P_ORDEN;0,9944;EUROMADI AUDITORÍA EVALUACIÓN PROVEEDORES-NON FOOD
939;939;17230;PALAMOS;901;GIRONA;0200_001;2002848;20/05/2014;R29530;0,85;DIA SAN ANTONIO COMPRA PROGRAMADA
464;GSM BAHIA, S.L.U.;6800;MÉRIDA;915;BADAJOZ;0457_003;2002849;19/05/2014;r00063;1;MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
03430b;NUEVA AUTOMOCION;6800;MÉRIDA;915;BADAJOZ;0524_004;2002850;19/05/2014;r00063;0,7807;Cuestionario Seat Toledo 2º Trim 2014
OP006;CONCESIÓN EXTREMEÑA DE VEHÍCULOS, S.A. (CONVESA);6008;BADAJOZ;915;BADAJOZ;0524_004;2002856;19/05/2014;r00063;0,5615;Cuestionario Comp. Seat Toledo 2º Trim 2014
653;CENTROMOVILESBADAJOZ, S.L;6100;OLIVENZA;915;BADAJOZ;0457_003;2002858;19/05/2014;r00063;0,9667;MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
97;STAND -  CARREFOUR BADAJOZ  VALVERDE;6000;BADAJOZ;915;BADAJOZ;0457_004;2002862;19/05/2014;a02401;0,9328;RESUMEN CONSUMO PEC P1 (14.15)
97;STAND -  CARREFOUR BADAJOZ  VALVERDE;6000;BADAJOZ;915;BADAJOZ;0457_004;2002863;19/05/2014;a02401;1;CONSUMO IMAGEN CARREFOUR - P1 (14.15)
97;STAND -  CARREFOUR BADAJOZ  VALVERDE;6000;BADAJOZ;915;BADAJOZ;0457_004;2002864;19/05/2014;a02401;1;CONSUMO PROCESOS - P1 (14.15)
1570;STAND -- EXPERIS ECI CONQUISTADORES;6004;BADAJOZ;915;BADAJOZ;0457_003;2002868;19/05/2014;a02401;0,9212;RESUMEN ESPECIALISTAS ECI PEC P1 (14.15)
1570;STAND -- EXPERIS ECI CONQUISTADORES;6004;BADAJOZ;915;BADAJOZ;0457_003;2002869;19/05/2014;a02401;1;ESPECIALISTAS IMAGEN ECI - P1 (14.15)
1570;STAND -- EXPERIS ECI CONQUISTADORES;6004;BADAJOZ;915;BADAJOZ;0457_003;2002870;19/05/2014;a02401;0,975;ESPECIALISTAS PROCESOS (ECI) - P1 (14.15)
474;CENTROMOVILESBADAJOZ, S.L;6200;ALMENDRALEJO;915;BADAJOZ;0457_003;2002872;19/05/2014;a02401;0,88;RESUMEN ESPECIALISTAS PEC - P1 (14.15)
474;CENTROMOVILESBADAJOZ, S.L;6200;ALMENDRALEJO;915;BADAJOZ;0457_003;2002873;19/05/2014;a02401;1;ESPECIALISTAS NUEVA IMAGEN - P1 (14.15)
474;CENTROMOVILESBADAJOZ, S.L;6200;ALMENDRALEJO;915;BADAJOZ;0457_003;2002874;19/05/2014;a02401;0,945;ESPECIALISTAS PROCESOS - P1 (14.15)
I001;IMAGINARIUM GLORIAS;8018;BARCELONA;901;BARCELONA;0593_001;2002876;19/05/2014;29664;0,7043;Cuestionario Imaginarium 2014
I002;IMAGINARIUM DIAGONAL MAR;8019;BARCELONA;901;BARCELONA;0593_001;2002877;19/05/2014;29890;0,8452;Cuestionario Imaginarium 2014
17;Mollerussa;25230;Mollerussa;901;LLEIDA;0289_01;2002879;20/05/2014;R29994;0,9436;PlusFresc Mystery 2013
688;688;25600;BALAGUER;901;LLEIDA;0198_001;2002880;20/05/2014;R29994;0,8514;DIA LA SELVA C.P.
I001143;HERON CITY;28230;LAS ROZAS;911;MADRID;0010_005;2002920;22/05/2014;31328;0,65;Cuestionario Burger King Zena (0114)
41;Línea - 41;28000;MADRID;911;MADRID;0270_002;2002931;19/05/2014;R00031;0,9644;EMT - Recorridos 2014
121;Línea - 121;28000;MADRID;911;MADRID;0270_002;2002932;19/05/2014;R02031;0,9211;EMT - Recorridos 2014
SP08;La Roca Village;8430;Barcelona;901;BARCELONA;0592_001;2002933;31/05/2014;30549;0,9208;Cuestionario Mystery Pepe Jeans España_Portugal
SP13;C. C. Diagonal Mar;8019;Barcelona;901;BARCELONA;0592_001;2002936;30/05/2014;33533;0,852;Cuestionario Mystery Pepe Jeans España_Portugal
SP14;C. C. Gran Vía 2;8908;L'Hospitalet de Llobregat;901;BARCELONA;0592_001;2002937;23/05/2014;34283;0,9275;Cuestionario Mystery Pepe Jeans España_Portugal
SP15;C.C. La Maquinista;8030;Barcelona;901;BARCELONA;0592_001;2002938;06/06/2014;29116;0,9611;Cuestionario Mystery Pepe Jeans España_Portugal
SP17;C.C. L'Illa;8029;Barcelona;901;BARCELONA;0592_001;2002940;28/05/2014;34292;0,9722;Cuestionario Mystery Pepe Jeans España_Portugal
SP18;Montcada;8003;Barcelona;901;BARCELONA;0592_001;2002941;23/05/2014;34010;0,792;Cuestionario Mystery Pepe Jeans España_Portugal
SP19;Portaferrisa;8002;Barcelona;901;BARCELONA;0592_001;2002942;29/05/2014;901_02314;0,8184;Cuestionario Mystery Pepe Jeans España_Portugal
SP23;Ibiza;7800;Ibiza;901;BALEARES;0592_001;2002943;06/06/2014;32064;0,8492;Cuestionario Mystery Pepe Jeans España_Portugal
SP33;C. C. Porto Pi;7015;Palma de Mallorca;901;BALEARES;0592_001;2002944;30/05/2014;30195;0,7292;Cuestionario Mystery Pepe Jeans España_Portugal
SP34;Jovellanos;7001;Palma de Mallorca;901;BALEARES;0592_001;2002945;30/05/2014;30195;0,8123;Cuestionario Mystery Pepe Jeans España_Portugal
SP39;Tarragona;43003;Tarragona;901;TARRAGONA;0592_001;2002946;29/05/2014;33511;0,6719;Cuestionario Mystery Pepe Jeans España_Portugal
SP50;Provença;8008;Barcelona;901;BARCELONA;0592_001;2002947;04/06/2014;32708;0,8554;Cuestionario Mystery Pepe Jeans España_Portugal
22;Línea - 22;28000;MADRID;911;MADRID;0270_002;2002948;20/05/2014;R00031;0,8605;EMT - Recorridos 2014
152;Línea - 152;28000;MADRID;911;MADRID;0270_002;2002949;20/05/2014;R00028;0,8583;EMT - Recorridos 2014
41;Línea - 41;28000;MADRID;911;MADRID;0270_002;2002950;20/05/2014;R00028;0,8596;EMT - Recorridos 2014
65;Línea - 65;28000;MADRID;911;MADRID;0270_002;2002951;19/05/2014;R00031;0,8892;EMT - Recorridos 2014
75;Línea - 75;28000;MADRID;911;MADRID;0270_002;2002952;20/05/2014;R00031;0,9644;EMT - Recorridos 2014
SP40;C.C Meridiano;38005;Tenerife;921;SANTA CRUZ DE TENERIFE;0592_001;2002953;29/05/2014;29590;0,8214;Cuestionario Mystery Pepe Jeans España_Portugal
22;Línea - 22;28000;MADRID;911;MADRID;0270_002;2002954;19/05/2014;R00096;0,9075;EMT - Recorridos 2014
145;Línea - 145;28000;MADRID;911;MADRID;0270_002;2002955;19/05/2014;R00096;0,9075;EMT - Recorridos 2014
65;Línea - 65;28000;MADRID;911;MADRID;0270_002;2002956;19/05/2014;R01127;0,8649;EMT - Recorridos 2014
75;Línea - 75;28000;MADRID;911;MADRID;0270_002;2002957;19/05/2014;R01127;0,9462;EMT - Recorridos 2014
121;Línea - 121;28000;MADRID;911;MADRID;0270_002;2002958;20/05/2014;R02031;0,8984;EMT - Recorridos 2014
141;Línea - 141;28000;MADRID;911;MADRID;0270_002;2002959;20/05/2014;R02031;0,9081;EMT - Recorridos 2014
152;Línea - 152;28000;MADRID;911;MADRID;0270_002;2002960;20/05/2014;R02031;0,8128;EMT - Recorridos 2014
SP41;C.C. Bonaire;46960;Aldaia;917;VALENCIA;0592_001;2002961;24/05/2014;31924;0,6966;Cuestionario Mystery Pepe Jeans España_Portugal
SP10;CC. Park Avenue;48903;San Vicente de Barakaldo.;905;VIZCAYA;0592_001;2002962;22/05/2014;33598;0,8492;Cuestionario Mystery Pepe Jeans España_Portugal
SP20;Gran Via Bilbao;48011;Bilbao;905;VIZCAYA;0592_001;2002963;06/06/2014;33568;0,9347;Cuestionario Mystery Pepe Jeans España_Portugal
SP21;C.C Zubiarte;48001;Bilbao;905;VIZCAYA;0592_001;2002964;05/06/2014;31915;0,9125;Cuestionario Mystery Pepe Jeans España_Portugal
SP35;C.C. La Morea;31192;Pamplona;905;NAVARRA;0592_001;2002965;06/06/2014;32526;0,7427;Cuestionario Mystery Pepe Jeans España_Portugal
SP37;C.C. Urbil;20170;Usurbil;905;GUIPUZCOA;0592_001;2002966;23/05/2014;32333;0,9234;Cuestionario Mystery Pepe Jeans España_Portugal
SP38;San Sebastián;20005;San Sebastián;905;GUIPUZCOA;0592_001;2002967;29/05/2014;32333;0,6595;Cuestionario Mystery Pepe Jeans España_Portugal
SP44;C.C. Boulevard;1013;Vitoria;905;ALAVA;0592_001;2002968;06/06/2014;29880;0,8097;Cuestionario Mystery Pepe Jeans España_Portugal
SP45;Vitoria;1005;Vitoria;905;ALAVA;0592_001;2002969;04/06/2014;29880;0,907;Cuestionario Mystery Pepe Jeans España_Portugal
SP46;C.C. Max Center;48903;Barakaldo;905;VIZCAYA;0592_001;2002970;30/05/2014;33598;0,9214;Cuestionario Mystery Pepe Jeans España_Portugal
SP47;Artea;48940;Lejona;905;VIZCAYA;0592_001;2002971;30/05/2014;33598;0,8889;Cuestionario Mystery Pepe Jeans España_Portugal
SP51;C.C. Parque Principado;33429;Siero;908;ASTURIAS;0592_001;2002972;06/06/2014;2717;0,9069;Cuestionario Mystery Pepe Jeans España_Portugal
141;Línea - 141;28000;MADRID;911;MADRID;0270_002;2002973;19/05/2014;R02031;0,7977;EMT - Recorridos 2014
145;Línea - 145;28000;MADRID;911;MADRID;0270_002;2002974;20/05/2014;R00031;0,9514;EMT - Recorridos 2014
SP32;C.C. Pontevella;32003;Orense;910;ORENSE;0592_001;2002979;11/06/2014;33466;0,8473;Cuestionario Mystery Pepe Jeans España_Portugal
SP43;C.C. Gran Vía;36210;Vigo;910;PONTEVEDRA;0592_001;2002980;06/06/2014;29100;0,9264;Cuestionario Mystery Pepe Jeans España_Portugal
SP49;Plaza Lugo;15004;A Coruña;910;A CORUÑA;0592_001;2002981;28/05/2014;31223;0,843;Cuestionario Mystery Pepe Jeans España_Portugal
SP54;Principe;36202;Vigo;910;PONTEVEDRA;0592_001;2002982;05/06/2014;29100;0,8764;Cuestionario Mystery Pepe Jeans España_Portugal
315;MUNTEL - PARLA;28980;PARLA;911;MADRID;0457_002;2003003;20/05/2014;A32878;0,8917;RESUMEN FFQQ PEC - P1 (14.15)
315;MUNTEL - PARLA;28980;PARLA;911;MADRID;0457_002;2003004;20/05/2014;A32878;1;FFQQ PROCESOS - P1 (14.15)
315;MUNTEL - PARLA;28980;PARLA;911;MADRID;0457_002;2003005;20/05/2014;A32878;1;FFQQ NUEVA IMAGEN (ESPECIALISTAS ) - P1 (14.15)
Bon_00000000021;BONPREU;80;BARCELONA;901;BARCELONA;0159_008;2003007;15/05/2014;R29462;1;Controls de sortida Bon Preu
2;VALLADOLID;47195;ARROYO DE LA ENCOMIENDA;911;VALLADOLID;0513_001;2003008;20/05/2014;A00156;0,8893;LLAOLLAO AUDITORIAS (MAY_14)
486;GRUPO LIDERTEL, S.L.;28003;MADRID;911;MADRID;0457_003;2003011;22/05/2014;29109;0,5;MYSTERY SHOPPER COMERCIAL ESPECIALISTA P2 (MAY_14)
219;SALAMANCA - Toro;37002;Salamanca;911;SALAMANCA;0457_002;2003012;23/05/2014;R02615;0,9;MYSTERY SHOPPER SERVICIO FFQQ P1 (MAY_14 )
49;TOLEDO - Alberche;45007;Toledo;911;TOLEDO;0457_002;2003013;23/05/2014;R31755;0,7;MYSTERY SHOPPER SERVICIO FFQQ P1 (MAY_14 )
50;PARLA - Pinto;28980;Parla;911;MADRID;0457_002;2003014;22/05/2014;R02615;0,775;MYSTERY SHOPPER SERVICIO FFQQ P1 (MAY_14 )
302;LUALBO, S.L;28222;MAJADAHONDA;911;MADRID;0457_002;2003015;26/05/2014;R00096;0,3133;MYSTERY SHOPPER SERVICIO PDV 2.0 FFQQ P1 (MAY 14)
1513;AUSARTA MEDIA, S.L.;39010;Santander;905;CANTABRIA;0457_003;2003018;19/05/2014;A02747;0,975;RESUMEN ESPECIALISTAS PEC - P1 (14.15)
1513;AUSARTA MEDIA, S.L.;39010;Santander;905;CANTABRIA;0457_003;2003019;19/05/2014;A02747;1;ESPECIALISTAS PROCESOS - P1 (14.15)
1513;AUSARTA MEDIA, S.L.;39010;Santander;905;CANTABRIA;0457_003;2003020;19/05/2014;A02747;1;ESPECIALISTAS ANTIGUA IMAGEN (FQ) - P1 (14.15)
155;STAND -  CARREFOUR SANTANDER;39000;SANTANDER;905;CANTABRIA;0457_004;2003021;19/05/2014;A02747;0,9617;RESUMEN CONSUMO PEC P1 (14.15)
155;STAND -  CARREFOUR SANTANDER;39000;SANTANDER;905;CANTABRIA;0457_004;2003022;19/05/2014;A02747;1;CONSUMO IMAGEN CARREFOUR - P1 (14.15)
155;STAND -  CARREFOUR SANTANDER;39000;SANTANDER;905;CANTABRIA;0457_004;2003023;19/05/2014;A02747;1;CONSUMO PROCESOS - P1 (14.15)
050213P;ZARAUTO;50012;ZARAGOZA;911;ZARAGOZA;0346_005;2003024;21/05/2014;33402;0,9509;Peugeot 208 Gasolina
15;Verdecora Zaragoza;50157;Zaragoza;911;ZARAGOZA;0148_001;2003025;30/05/2014;34180;1;Cuestionario Gardens Secciones
15;Verdecora Zaragoza;50157;Zaragoza;911;ZARAGOZA;0148_001;2003026;30/05/2014;34180;0,96;Cuestionario Gardens Secciones
15;Verdecora Zaragoza;50157;Zaragoza;911;ZARAGOZA;0148_001;2003027;30/05/2014;34180;1;Cuestionario Gardens Secciones
15;Verdecora Zaragoza;50157;Zaragoza;911;ZARAGOZA;0148_001;2003028;30/05/2014;34180;0,96;Cuestionario Gardens Secciones
15;Verdecora Zaragoza;50157;Zaragoza;911;ZARAGOZA;0148_001;2003029;30/05/2014;34180;1;Cuestionario Gardens Cajas
416;ZAITEL 500 , S.L.;50008;ZARAGOZA;911;ZARAGOZA;0457_003;2003030;20/05/2014;33566;1;MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
